Etiquette,Presentation (FR)
PRG_PART.IV1S.IV-foreign.IVSUFF_SUBJ,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 1re pers. sg. + marqueur de personne à l'inaccompli, verbe d'origine étrangère + suffixe sujet du verbe à l'inaccompli"
PRG_PART.IV1S.IV-foreign.IVSUFF_SUBJ.IVSUFF_DO:3MS,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 1re pers. sg. + marqueur de personne à l'inaccompli, verbe d'origine étrangère + suffixe sujet du verbe à l'inaccompli + suffixe clitique objet direct sur le verbe à l'inaccompli (3e pers. masc. sg.)"
PRG_PART.IV1S.NOUN-Foreign.IVSUFF_SUBJ,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 1re pers. sg. + nom d'origine étrangère + suffixe sujet du verbe à l'inaccompli"
PRG_PART.IV1S.V-foreign.IVSUFF_SUBJ,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 1re pers. sg. + verbe conjugué d'origine étrangère + suffixe sujet du verbe à l'inaccompli"
PRG_PART.IV2.IMPERFECT_VERB.IVSUFF_SUBJ.IVSUFF_DO:1S,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 2e pers. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli + suffixe clitique objet direct sur le verbe à l'inaccompli (1re pers. sg.)"
PRG_PART.IV2.IMPERFECT_VERB.IVSUFF_SUBJ:2FS,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 2e pers. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli (2e pers. fém. sg.)"
PRG_PART.IV2FS.IMPERFECT_VERB.IVSUFF_SUBJ:2FS,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 2e pers. fém. sg. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli (2e pers. fém. sg.)"
PRG_PART.IV2FS.IMPERFECT_VERB.IVSUFF_SUBJ:2FS.IVSUFF_DO:1S,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 2e pers. fém. sg. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli (2e pers. fém. sg.) + suffixe clitique objet direct sur le verbe à l'inaccompli (1re pers. sg.)"
PRG_PART.IV2FS.IMPERFECT_VERB.IVSUFF_SUBJ:2FS.IVSUFF_DO:3MP,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 2e pers. fém. sg. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli (2e pers. fém. sg.) + suffixe clitique objet direct sur le verbe à l'inaccompli (3e pers. masc. pl.)"
PRG_PART.IV2P.IMPERFECT_VERB.IVSUFF_SUBJ:P,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 2e pers. pl. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli (pl.)"
PRG_PART.IV2S.IMPERFECT_VERB.IVSUFF_SUBJ,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 2e pers. sg. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli"
PRG_PART.IV2S.IMPERFECT_VERB.IVSUFF_SUBJ.IVSUFF_DO:1S,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 2e pers. sg. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli + suffixe clitique objet direct sur le verbe à l'inaccompli (1re pers. sg.)"
PRG_PART.IV2S.IMPERFECT_VERB.IVSUFF_SUBJ.IVSUFF_DO:3FS,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 2e pers. sg. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli + suffixe clitique objet direct sur le verbe à l'inaccompli (3e pers. fém. sg.)"
PRG_PART.IV2S.IMPERFECT_VERB.IVSUFF_SUBJ.IVSUFF_DO:3MP,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 2e pers. sg. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli + suffixe clitique objet direct sur le verbe à l'inaccompli (3e pers. masc. pl.)"
PRG_PART.IV2S.IMPERFECT_VERB.IVSUFF_SUBJ.IVSUFF_DO:3MS,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 2e pers. sg. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli + suffixe clitique objet direct sur le verbe à l'inaccompli (3e pers. masc. sg.)"
PRG_PART.IV2S.IMPERFECT_VERB.IVSUFF_SUBJ:2FS,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 2e pers. sg. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli (2e pers. fém. sg.)"
PRG_PART.IV2S.IV-foreign.IVSUFF_SUBJ,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 2e pers. sg. + marqueur de personne à l'inaccompli, verbe d'origine étrangère + suffixe sujet du verbe à l'inaccompli"
PRG_PART.IV3FS.IMPERFECT_VERB.IVSUFF_SUBJ,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 3e pers. fém. sg. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli"
PRG_PART.IV3FS.IMPERFECT_VERB.IVSUFF_SUBJ.CVSUFF_DO:1S,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 3e pers. fém. sg. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli + suffixe clitique objet direct sur le verbe à l'impératif (1re pers. sg.)"
PRG_PART.IV3FS.IMPERFECT_VERB.IVSUFF_SUBJ.IVSUFF_DO:1P,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 3e pers. fém. sg. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli + suffixe clitique objet direct sur le verbe à l'inaccompli (1re pers. pl.)"
PRG_PART.IV3FS.IMPERFECT_VERB.IVSUFF_SUBJ.IVSUFF_DO:1S,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 3e pers. fém. sg. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli + suffixe clitique objet direct sur le verbe à l'inaccompli (1re pers. sg.)"
PRG_PART.IV3FS.IMPERFECT_VERB.IVSUFF_SUBJ.IVSUFF_DO:3FS,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 3e pers. fém. sg. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli + suffixe clitique objet direct sur le verbe à l'inaccompli (3e pers. fém. sg.)"
PRG_PART.IV3FS.IMPERFECT_VERB.IVSUFF_SUBJ.IVSUFF_DO:3MS,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 3e pers. fém. sg. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli + suffixe clitique objet direct sur le verbe à l'inaccompli (3e pers. masc. sg.)"
PRG_PART.IV3FS.IMPERFECT_VERB.IVSUFF_SUBJ.IVSUFF_DO:3S,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 3e pers. fém. sg. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli + suffixe clitique objet direct sur le verbe à l'inaccompli (3e pers. sg.)"
PRG_PART.IV3FS.IMPERFECT_VERB.IVSUFF_SUBJ.Prep.PRON_1S,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 3e pers. fém. sg. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli + préposition [variante de casse] + pronom personnel, 1re pers. sg."
PRG_PART.IV3FS.IMPERFECT_VERB_MSA.IVSUFF_SUBJ,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 3e pers. fém. sg. + verbe à l'inaccompli (arabe standard, MSA) + suffixe sujet du verbe à l'inaccompli"
PRG_PART.IV3FS.IV-foreign.IVSUFF_SUBJ,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 3e pers. fém. sg. + marqueur de personne à l'inaccompli, verbe d'origine étrangère + suffixe sujet du verbe à l'inaccompli"
PRG_PART.IV3FS.IV-foreign.IVSUFF_SUBJ.Prep.PRON_1S,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 3e pers. fém. sg. + marqueur de personne à l'inaccompli, verbe d'origine étrangère + suffixe sujet du verbe à l'inaccompli + préposition [variante de casse] + pronom personnel, 1re pers. sg."
PRG_PART.IV3MS.IMPERFECT_VERB.IVSUFF_SUBJ,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 3e pers. masc. sg. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli"
PRG_PART.IV3MS.IMPERFECT_VERB.IVSUFF_SUBJ.IVSUFF_DO:1P,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 3e pers. masc. sg. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli + suffixe clitique objet direct sur le verbe à l'inaccompli (1re pers. pl.)"
PRG_PART.IV3MS.IMPERFECT_VERB.IVSUFF_SUBJ.IVSUFF_DO:1S,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 3e pers. masc. sg. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli + suffixe clitique objet direct sur le verbe à l'inaccompli (1re pers. sg.)"
PRG_PART.IV3MS.IMPERFECT_VERB.IVSUFF_SUBJ.IVSUFF_DO:2S,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 3e pers. masc. sg. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli + suffixe clitique objet direct sur le verbe à l'inaccompli (2e pers. sg.)"
PRG_PART.IV3MS.IMPERFECT_VERB.IVSUFF_SUBJ.IVSUFF_DO:3FS,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 3e pers. masc. sg. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli + suffixe clitique objet direct sur le verbe à l'inaccompli (3e pers. fém. sg.)"
PRG_PART.IV3MS.IMPERFECT_VERB.IVSUFF_SUBJ.IVSUFF_DO:3MP,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 3e pers. masc. sg. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli + suffixe clitique objet direct sur le verbe à l'inaccompli (3e pers. masc. pl.)"
PRG_PART.IV3MS.IMPERFECT_VERB.IVSUFF_SUBJ.IVSUFF_DO:3MS,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 3e pers. masc. sg. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli + suffixe clitique objet direct sur le verbe à l'inaccompli (3e pers. masc. sg.)"
PRG_PART.IV3MS.IMPERFECT_VERB.IVSUFF_SUBJ.Prep.PRON_1S,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 3e pers. masc. sg. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli + préposition [variante de casse] + pronom personnel, 1re pers. sg."
PRG_PART.IV3MS.IMPERFECT_VERB.IVSUFF_SUBJ.Prep.PRON_2S,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 3e pers. masc. sg. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli + préposition [variante de casse] + pronom personnel, 2e pers. sg."
PRG_PART.IV3MS.IMPERFECT_VERB.IVSUFF_SUBJ:2FS.IVSUFF_DO:3MS,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 3e pers. masc. sg. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli (2e pers. fém. sg.) + suffixe clitique objet direct sur le verbe à l'inaccompli (3e pers. masc. sg.)"
PRG_PART.IV3MS.IMPERFECT_VERB.IVSUFF_SUBJ:P,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 3e pers. masc. sg. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli (pl.)"
PRG_PART.IV3MS.IMPERFECT_VERB_MSA.IVSUFF_SUBJ,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 3e pers. masc. sg. + verbe à l'inaccompli (arabe standard, MSA) + suffixe sujet du verbe à l'inaccompli"
PRG_PART.IV3MS.IMPERFECT_VERB_MSA.IVSUFF_SUBJ.IVSUFF_DO:1S,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 3e pers. masc. sg. + verbe à l'inaccompli (arabe standard, MSA) + suffixe sujet du verbe à l'inaccompli + suffixe clitique objet direct sur le verbe à l'inaccompli (1re pers. sg.)"
PRG_PART.IV3MS.IMPERFECT_VERB_MSA.IVSUFF_SUBJ.IVSUFF_DO:2S,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 3e pers. masc. sg. + verbe à l'inaccompli (arabe standard, MSA) + suffixe sujet du verbe à l'inaccompli + suffixe clitique objet direct sur le verbe à l'inaccompli (2e pers. sg.)"
PRG_PART.IV3MS.IMPERFECT_VERB_MSA.IVSUFF_SUBJ.IVSUFF_DO:3FS,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 3e pers. masc. sg. + verbe à l'inaccompli (arabe standard, MSA) + suffixe sujet du verbe à l'inaccompli + suffixe clitique objet direct sur le verbe à l'inaccompli (3e pers. fém. sg.)"
PRG_PART.IV3MS.IV-foreign.IVSUFF_SUBJ,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 3e pers. masc. sg. + marqueur de personne à l'inaccompli, verbe d'origine étrangère + suffixe sujet du verbe à l'inaccompli"
PRG_PART.IV3P.IMPERFECT_VERB.IVSUFF_SUBJ:P,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 3e pers. pl. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli (pl.)"
PRG_PART.IV3P.IMPERFECT_VERB.IVSUFF_SUBJ:P.IVSUFF_DO:1P,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 3e pers. pl. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli (pl.) + suffixe clitique objet direct sur le verbe à l'inaccompli (1re pers. pl.)"
PRG_PART.IV3P.IMPERFECT_VERB.IVSUFF_SUBJ:P.IVSUFF_DO:1S,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 3e pers. pl. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli (pl.) + suffixe clitique objet direct sur le verbe à l'inaccompli (1re pers. sg.)"
PRG_PART.IV3P.IMPERFECT_VERB.IVSUFF_SUBJ:P.IVSUFF_DO:3FS,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 3e pers. pl. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli (pl.) + suffixe clitique objet direct sur le verbe à l'inaccompli (3e pers. fém. sg.)"
PRG_PART.IV3P.IMPERFECT_VERB.IVSUFF_SUBJ:P.IVSUFF_DO:3MS,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 3e pers. pl. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli (pl.) + suffixe clitique objet direct sur le verbe à l'inaccompli (3e pers. masc. sg.)"
PRG_PART.IV3P.IMPERFECT_VERB.IVSUFF_SUBJ:P.IVSUFF_DO:3P,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 3e pers. pl. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli (pl.) + suffixe clitique objet direct sur le verbe à l'inaccompli (3e pers. pl.)"
PRG_PART.IV3P.IMPERFECT_VERB.IVSUFF_SUBJ:P.Prep.PRON_1S,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 3e pers. pl. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli (pl.) + préposition [variante de casse] + pronom personnel, 1re pers. sg."
PRG_PART.IV3P.V-MSA.IVSUFF_SUBJ:P,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 3e pers. pl. + verbe conjugué (arabe standard, MSA) + suffixe sujet du verbe à l'inaccompli (pl.)"
PRG_PART.IV3P.V-foreign.IVSUFF_SUBJ:P,"particule de progressif (aspect progressif) + marqueur de personne à l'inaccompli, 3e pers. pl. + verbe conjugué d'origine étrangère + suffixe sujet du verbe à l'inaccompli (pl.)"
PRONOUN.PRON_1S,"pronom + pronom personnel, 1re pers. sg."
PRONOUN.PRON_3MS,"pronom + pronom personnel, 3e pers. masc. sg."
PROPN.NSUFF_FEM_SG,nom propre + suffixe nominal féminin singulier
PROPN.NSUFF_FEM_SG.POSS_PRON_1S,"nom propre + suffixe nominal féminin singulier + pronom possessif, 1re pers. sg."
PROPN.NSUFF_MASC_PL,nom propre + suffixe nominal masculin pluriel
PROPN.POSS_PRON_1S,"nom propre + pronom possessif, 1re pers. sg."
PROPN.POSS_PRON_2S,"nom propre + pronom possessif, 2e pers. sg."
PROSTHETIC_PART.IV1P.IMPERFECT_VERB.IVSUFF_SUBJ:P,"particule prosthétique (voyelle d'appui) + marqueur de personne à l'inaccompli, 1re pers. pl. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli (pl.)"
PROSTHETIC_PART.IV1S.IMPERFECT_VERB.IVSUFF_SUBJ,"particule prosthétique (voyelle d'appui) + marqueur de personne à l'inaccompli, 1re pers. sg. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli"
PROSTHETIC_PART.IV1S.IMPERFECT_VERB.IVSUFF_SUBJ.IVSUFF_DO:2S,"particule prosthétique (voyelle d'appui) + marqueur de personne à l'inaccompli, 1re pers. sg. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli + suffixe clitique objet direct sur le verbe à l'inaccompli (2e pers. sg.)"
PROSTHETIC_PART.IV1S.IMPERFECT_VERB.IVSUFF_SUBJ.IVSUFF_DO:3FS,"particule prosthétique (voyelle d'appui) + marqueur de personne à l'inaccompli, 1re pers. sg. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli + suffixe clitique objet direct sur le verbe à l'inaccompli (3e pers. fém. sg.)"
PROSTHETIC_PART.IV1S.IMPERFECT_VERB.IVSUFF_SUBJ.IVSUFF_DO:3MS,"particule prosthétique (voyelle d'appui) + marqueur de personne à l'inaccompli, 1re pers. sg. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli + suffixe clitique objet direct sur le verbe à l'inaccompli (3e pers. masc. sg.)"
PROSTHETIC_PART.IV2FS.IMPERFECT_VERB.IVSUFF_SUBJ:2FS,"particule prosthétique (voyelle d'appui) + marqueur de personne à l'inaccompli, 2e pers. fém. sg. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli (2e pers. fém. sg.)"
PROSTHETIC_PART.IV2S.IMPERFECT_VERB.IVSUFF_SUBJ,"particule prosthétique (voyelle d'appui) + marqueur de personne à l'inaccompli, 2e pers. sg. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli"
PROSTHETIC_PART.IV3FS.IMPERFECT_VERB.IVSUFF_SUBJ,"particule prosthétique (voyelle d'appui) + marqueur de personne à l'inaccompli, 3e pers. fém. sg. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli"
PROSTHETIC_PART.IV3MS.IMPERFECT_VERB.IVSUFF_SUBJ,"particule prosthétique (voyelle d'appui) + marqueur de personne à l'inaccompli, 3e pers. masc. sg. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli"
PROSTHETIC_PART.IV3MS.IMPERFECT_VERB.IVSUFF_SUBJ.IVSUFF_DO:1P,"particule prosthétique (voyelle d'appui) + marqueur de personne à l'inaccompli, 3e pers. masc. sg. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli + suffixe clitique objet direct sur le verbe à l'inaccompli (1re pers. pl.)"
PROSTHETIC_PART.IV3P.IMPERFECT_VERB.IVSUFF_SUBJ:P,"particule prosthétique (voyelle d'appui) + marqueur de personne à l'inaccompli, 3e pers. pl. + verbe à l'inaccompli (imperfectif) + suffixe sujet du verbe à l'inaccompli (pl.)"
PV-MSA.PVSUFF_SUBJ:1P,"verbe à l'accompli (arabe standard, MSA) + suffixe sujet du verbe à l'accompli (1re pers. pl.)"
PV-MSA.PVSUFF_SUBJ:1S,"verbe à l'accompli (arabe standard, MSA) + suffixe sujet du verbe à l'accompli (1re pers. sg.)"
PV-MSA.PVSUFF_SUBJ:3MS,"verbe à l'accompli (arabe standard, MSA) + suffixe sujet du verbe à l'accompli (3e pers. masc. sg.)"
PV-MSA.PVSUFF_SUBJ:3P,"verbe à l'accompli (arabe standard, MSA) + suffixe sujet du verbe à l'accompli (3e pers. pl.)"
PV-foreign.PVSUFF_SUBJ:1P.PVSUFF_DO:3FS,"verbe à l'accompli, forme étrangère + suffixe sujet du verbe à l'accompli (1re pers. pl.) + suffixe clitique objet direct sur le verbe à l'accompli (3e pers. fém. sg.)"
